candidate_id,text,voice,rate,pitch,volume,mp3_path,wav_path,distance_score
cand_0025,What kind of worship is this?,en-KE-ChilembaNeural,+0%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0025.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0025.wav,0.8767772694446694
cand_0055,He is also a conservative Republican.,en-TZ-ElimuNeural,+4%,-3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0055.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0055.wav,0.8837179235011364
cand_0031,In year five they start studying English.,en-KE-ChilembaNeural,+0%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0031.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0031.wav,0.8987057372455747
cand_0051,"She described this as a ""fake"" sprite comic.",en-TZ-ElimuNeural,-4%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0051.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0051.wav,0.9092269249925099
cand_0021,Objects are added to an overall empty space.,en-KE-AsiliaNeural,+0%,-3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0021.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0021.wav,0.9176566854399424
cand_0032,They sit down on the grass and eat eggs and herbs.,en-NG-AbeoNeural,+4%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0032.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0032.wav,0.9806175850360115
cand_0004,"Information is also a ""function"" of the model parameters.",en-ZA-LeahNeural,+4%,+0Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0004.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0004.wav,0.9968153334788225
cand_0058,All songs written by Mark E. Nevin and Morrissey.,en-TZ-ImaniNeural,+0%,-1Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0058.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0058.wav,1.0176681200375954
cand_0052,This resulted in a one-year ban from the sport.,en-TZ-ElimuNeural,+0%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0052.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0052.wav,1.0213638315932296
cand_0008,Donald laughs causing Donna to get angry.,en-ZA-LukeNeural,+8%,+3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0008.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0008.wav,1.026270780427422
cand_0059,He was the first man from Albany to be appointed to the council.,en-TZ-ImaniNeural,+0%,+1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0059.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0059.wav,1.0402468389336839
cand_0036,It is the second largest bay in the state.,en-NG-AbeoNeural,-4%,+0Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0036.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0036.wav,1.0570766217629963
cand_0002,The couple were married in London four months later.,en-ZA-LeahNeural,+8%,+0Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0002.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0002.wav,1.0836700524481637
cand_0006,It is generally considered the first case of its type.,en-ZA-LeahNeural,+8%,-3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0006.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0006.wav,1.0955758059478324
cand_0019,A grandfather played football and baseball at Iowa State.,en-KE-AsiliaNeural,+8%,-1Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0019.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0019.wav,1.1074670458998086
cand_0023,The east boundary is formed by the towns of Machias and Yorkshire.,en-KE-AsiliaNeural,+8%,+3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0023.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0023.wav,1.1236500177936273
cand_0043,"At sea, the powerful Royal Navy blockaded much of the coastline, conducting frequent raids.",en-NG-EzinneNeural,+8%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0043.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0043.wav,1.1545298810546727
cand_0005,Cochran performed in plays in the Federal Theatre Project in Detroit.,en-ZA-LeahNeural,+0%,+1Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0005.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0005.wav,1.171454149695076
cand_0022,The album was the last recording they released under a major label.,en-KE-AsiliaNeural,-4%,+3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0022.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0022.wav,1.2242351808773644
cand_0060,"By September, when she returned to New York, ""Essex"" had taken ten prizes.",en-TZ-ImaniNeural,+4%,+3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0060.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0060.wav,1.2279046536628828
cand_0028,"Without the beachgrass, the sand dunes are blown away by wind.",en-KE-ChilembaNeural,-8%,+0Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0028.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0028.wav,1.2377740495530622
cand_0053,"Originally, the programme ran only through July and August.",en-TZ-ElimuNeural,+8%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0053.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0053.wav,1.274302901720241
cand_0046,He impregnated her and then abandoned her.,en-NG-EzinneNeural,+0%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0046.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0046.wav,1.3049156758782832
cand_0038,"Further, the prisoner was shackled, preventing him from protecting himself.",en-NG-AbeoNeural,+8%,+0Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0038.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0038.wav,1.3059844053236092
cand_0000,"She studied fine art and teaching, and taught in secondary schools until she married.",en-ZA-LeahNeural,+8%,+1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0000.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0000.wav,1.3212302243123393
cand_0035,He is a member of the Labour Party and a Member of Parliament.,en-NG-AbeoNeural,+8%,+1Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0035.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0035.wav,1.3250430127477024
cand_0012,"Just six days later, the Mayor presided over groundbreaking ceremonies and construction proceeded rapidly.",en-ZA-LukeNeural,+4%,+3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0012.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0012.wav,1.3299627137704417
cand_0049,"In this technique, incident light is directed at the sample's surface.",en-TZ-ElimuNeural,+4%,+3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0049.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0049.wav,1.3396157332244385
cand_0017,The ship was assigned to the Baltic Fleet for her entire career.,en-KE-AsiliaNeural,+0%,+3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0017.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0017.wav,1.3689178719378694
cand_0041,It is an area mostly within southern Orange County.,en-NG-EzinneNeural,+0%,+0Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0041.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0041.wav,1.3707412080644896
cand_0010,Hallucinations and odd behaviour were evident quite quickly in some contestants.,en-ZA-LukeNeural,-8%,-3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0010.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0010.wav,1.4030307661197965
cand_0003,"While a representative, Meeds was known for his work on conservation and education issues.",en-ZA-LeahNeural,-8%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0003.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0003.wav,1.4130625626094748
cand_0050,Backstage heat can be garnered for both real and perceived slights and transgressions.,en-TZ-ElimuNeural,+4%,-3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0050.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0050.wav,1.4200901584230348
cand_0044,"Much of Kemptville is forested, especially east and north of the community.",en-NG-EzinneNeural,-4%,-1Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0044.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0044.wav,1.4299162005485113
cand_0063,"First will come the energy values, in both kilocalories and kilojoules.",en-TZ-ImaniNeural,+8%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0063.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0063.wav,1.435576332799784
cand_0011,It was of typical Great Central Railway signal box design.,en-ZA-LukeNeural,+4%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0011.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0011.wav,1.4853359210459207
cand_0013,"He is the father of C. S. McMullen, an Australian speculative fiction author.",en-ZA-LukeNeural,+4%,+3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0013.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0013.wav,1.4881229249758325
cand_0007,The paper is published in tabloid format and has its headquarters in Rotterdam.,en-ZA-LeahNeural,-4%,-1Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0007.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0007.wav,1.4958050155218663
cand_0020,He has published books which have been translated into different languages.,en-KE-AsiliaNeural,+8%,+0Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0020.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0020.wav,1.5017685940319692
cand_0026,"He wrote for ""Popular Electronics"" and ""Modern Electronics"", and published ""Review of International Broadcasting"".",en-KE-ChilembaNeural,-8%,+3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0026.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0026.wav,1.5349894628863974
cand_0030,The city has daily Greyhound and Grey Goose bus service.,en-KE-ChilembaNeural,-8%,-1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0030.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0030.wav,1.5362373730027619
cand_0040,Her career started from learning in Model Institute and Acting School.,en-NG-EzinneNeural,+4%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0040.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0040.wav,1.544233053941155
cand_0027,In turn the tree is fertilized by the snake's urine and embryotic fluid.,en-KE-ChilembaNeural,+0%,+0Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0027.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0027.wav,1.5454990626147007
cand_0033,"The new carriage also provided a far more stable platform, greatly increasing accuracy.",en-NG-AbeoNeural,+8%,+3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0033.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0033.wav,1.5519759453472055
cand_0048,"Erickson was born in America, the son of Swedish immigrants.",en-TZ-ElimuNeural,+4%,-1Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0048.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0048.wav,1.584562855626613
cand_0056,"Earlier that year, the song released as a promotional single on iTunes.",en-TZ-ImaniNeural,+8%,-1Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0056.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0056.wav,1.6046415033974994
cand_0014,His father was one of the first legislators of independent India.,en-ZA-LukeNeural,-8%,+1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0014.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0014.wav,1.611524929575609
cand_0034,The tower is modeled on an Italian bell tower.,en-NG-AbeoNeural,-4%,+1Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0034.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0034.wav,1.6303211924782977
cand_0057,"It thrived, and Fertitta soon bought out his partners' shares.",en-TZ-ImaniNeural,-4%,+3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0057.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0057.wav,1.635717735997111
cand_0061,"Their flagship location was ""Spirella House"" on Oxford Circus, London.",en-TZ-ImaniNeural,+8%,-3Hz,+2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0061.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0061.wav,1.7682032770982787
cand_0029,The famous University of Madras is located at this place.,en-KE-ChilembaNeural,+4%,+0Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0029.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0029.wav,1.769449704002807
cand_0045,"The variety known as ""tsamma"" is grown for its juicy white flesh.",en-NG-EzinneNeural,+0%,+3Hz,-2%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0045.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0045.wav,1.7979373769343778
cand_0047,Lucas served as Vice President and National Director of the League of Women Voters.,en-NG-EzinneNeural,+4%,+3Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0047.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0047.wav,1.9068734647412775
cand_0024,After starting treatment with insulin a person's own insulin levels may temporarily improve.,en-KE-ChilembaNeural,+0%,+0Hz,+0%,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0024.mp3,/net/netscratch/aramacha41/funml_project/datasets/synthetic_data_generation/southern_african_south_africa_zimbabwe_namibia/candidates/cand_0024.wav,2.173893051236535
